type,title,companyTitle,minSalary,maxSalary,workExperience,education,totalTag,companyPeople,workTag,welfare,imgSrc,city
java,java软件开发工程师[奥运村],睿智思科,7000,14000,经验不限,本科,IT技术服务｜咨询 / 天使轮 / 15-50人,15-50,软件服务｜咨询/IT技术服务｜咨询,领导好，发展空间大,https://www.lgstatic.com/thumbnail_120x120/image2/M00/0B/0F/CgpzWlYXT5aACH73AAAUDPDDTZ4320.png,北京
java,初级java开发工程师[五道口],融捷教育,8000,15000,经验1年以下,本科,人工智能服务 / 不需要融资 / 50-150人,50-150,教育｜培训/Linux/MySQL/Redis/后端工程师,补充医疗 五险一金 餐补交补话补 十三薪,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/26/50/CgpEMlkZcnqACg2fAAApzfmJ7yk210.jpg,北京
java,java开发工程师[望京],企帮帮,9000,13000,经验在校,应届,社交平台 / 未融资 / 15-50人,15-50,软件服务｜咨询/后端工程师,公司氛围好,https://www.lgstatic.com/thumbnail_120x120/images/logo_default.png,北京
java,java开发工程师[海淀区],中科天玑,10000,18000,经验在校,应届,数据服务｜咨询 / B轮 / 150-500人,150-500,人工智能服务/ElasticSearch/大数据,工作餐补，五险一金，年节福利，人才培养体系等,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/AB/8A/CgqKkViznRyAU4gKAAAGvD4V60Q174.png,北京
java,java开发工程师[西北旺],神软,10000,20000,经验在校,应届,软件服务｜咨询 / 不需要融资 / 500-2000人,500-2000,软件服务｜咨询/IT技术服务｜咨询,航天央企,https://www.lgstatic.com/thumbnail_120x120/10/d4ecb9b341b94312a2c06f66c14ac634.png,北京
java,java工程师[朝阳区],龙马游戏,10000,20000,经验不限,大专,游戏 / 不需要融资 / 15-50人,15-50,游戏,"盈利CP,知名IP,股票期权,机不可失",https://www.lgstatic.com/thumbnail_120x120/i/image/M00/00/50/CgqKkVZAZOOAC4LPAAAqY8hc3IQ527.png,北京
java,java开发工程师[月坛],国科元科技,10000,15000,经验在校,应届,企业服务 / 未融资 / 50-150人,50-150,软件服务｜咨询/数据服务｜咨询,提供北京落户资格、六险一金、扁平化管理,https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/6B/F1/CioPOWHdVN-AG_F1AAATHVFBmcQ644.png,北京
java,java开发工程师[海淀区],佳杰云星,6000,12000,经验在校,应届,"IT技术服务｜咨询,软件服务｜咨询,数据服务｜咨询 / 不需要融资 / 50-150人",50-150,软件服务｜咨询/IT技术服务｜咨询,导师制,https://www.lgstatic.com/thumbnail_120x120/i/image6/M01/62/50/Cgp9HWGXkqmAW74rAAAzdpqxpRg251.png,北京
java,java工程师[海淀区],中科院信工所,8000,12000,经验在校,应届,"IT技术服务｜咨询,信息安全 / 不需要融资 / 500-2000人",500-2000,Linux/MySQL/信息安全/物联网/Spring,优秀团队，工作稳定，免费体检，年终奖金,https://www.lgstatic.com/thumbnail_120x120/image2/M00/07/29/CgpzWlX9_AiAVXHCAAAKv8J_xRI472.jpg,北京
java,java开发工程师[亦庄],FA Software,10000,15000,经验在校,应届,"移动互联网,数据服务 / C轮 / 150-500人",150-500,半导体/工业软件,发展前景,https://www.lgstatic.com/thumbnail_120x120/i/image3/M00/1F/4F/Cgq2xlqREFeARnD5AACNNuWQmmk166.jpg,北京
java,JAVA开发工程师[和平里],东方国信,10000,20000,经验不限,本科,数据服务｜咨询 / 上市公司 / 2000人以上,2000,互联网金融/科技金融,工作稳定，可远程,https://www.lgstatic.com/thumbnail_120x120/image1/M00/1D/F5/CgYXBlUswf-AKt2VAABL7N5-Qtg170.jpg,北京
java,java开发工程师[望京],企帮帮,10000,20000,经验在校,应届,社交平台 / 未融资 / 15-50人,15-50,软件服务｜咨询/后端工程师,福利待遇好,https://www.lgstatic.com/thumbnail_120x120/images/logo_default.png,北京
java,Java研发工程师（北京）[海淀区],新讯,10000,15000,经验不限,本科,网络通信 / 不需要融资 / 500-2000人,500-2000,网络通信,"意外保险,周末双休,同事nice",https://www.lgstatic.com/thumbnail_120x120/10/b576530c66bb4e24afc2aae674d253f1.png,北京
java,java开发工程师[左家庄],久畅神州科技,8000,12000,经验在校,应届,软件服务｜咨询 / 未融资 / 50-150人,50-150,软件服务｜咨询/后端工程师,五险一金,https://www.lgstatic.com/thumbnail_120x120/images/logo_default.png,北京
java,Java开发工程师[西城区],南京宽塔信息技术有限公司,6000,10000,经验不限,本科,无,[0],,"五险一金,绩效奖金,周末双休",https://www.lgstatic.com/thumbnail_120x120/10/85c466cc10b54eb791e4091577a7de64.png,北京
java,Java工程师[苏州街],拉勾集团,20000,40000,经验3-5年,本科,"工具类产品,在线教育 / D轮及以上 / 500-2000人",500-2000,工具类产品/后端工程师,快乐成长,https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/48/94/CioPOWDVmDyAerHSAABjTx5KPhA005.PNG,北京
java,Java工程师[苏州街],拉勾集团,18000,36000,经验3-5年,本科,"工具类产品,在线教育 / D轮及以上 / 500-2000人",500-2000,JavaScript/工具类产品/后端工程师/移动服务端开发/Python,快速发展,https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/48/94/CioPOWDVmDyAerHSAABjTx5KPhA005.PNG,北京
java,Java开发工程师[朝阳区],中科软,7000,12000,经验1-3年,本科,IT技术服务｜咨询 / 上市公司 / 2000人以上,2000,软件服务｜咨询/Hibernate/MySQL/IT技术服务｜咨询/Spring,重点项目，积极向上的团队，上市公司欢迎您,https://www.lgstatic.com/thumbnail_120x120/i/image3/M01/02/81/CgoCgV6WZjKAOdIiAAA1Fkyw2Iw250.png,北京
java,高级Java开发工程师[五道口],耀天游戏,30000,50000,经验5-10年,本科,"工具类产品,内容资讯 / 不需要融资 / 150-500人",150-500,MySQL/工具类产品/Spring/电商平台,舒适工作环境 诱惑薪酬福利 良好文化氛围,https://www.lgstatic.com/thumbnail_120x120/i/image6/M01/3B/ED/Cgp9HWCHr0iAGrEEAAOGwhh05Tc827.png,北京
java,高级java开发工程师[海淀区],贝壳,25000,35000,经验3-5年,本科,居住服务 / 上市公司 / 2000人以上,2000,居住服务,上市公司；薪资福利好；核心业务,https://www.lgstatic.com/thumbnail_120x120/i/image6/M01/6E/FE/Cgp9HWIAlrqAVQ1tAAAWrDCJNg4614.png,北京
java,Java开发工程师[五道口],耀天游戏,20000,35000,经验3-5年,本科,"工具类产品,内容资讯 / 不需要融资 / 150-500人",150-500,MySQL/休闲｜娱乐/游戏/后端/Spring,舒适工作环境 诱惑薪酬福利 良好文化氛围,https://www.lgstatic.com/thumbnail_120x120/i/image6/M01/3B/ED/Cgp9HWCHr0iAGrEEAAOGwhh05Tc827.png,北京
java,java高级开发工程师[西城区],圆融汇通,20000,30000,经验5-10年,本科,"软件服务｜咨询,数据服务｜咨询,信息安全 / 未融资 / 15-50人",15-50,软件服务｜咨询/IT技术服务｜咨询,福利待遇好，升职加薪空间大,https://www.lgstatic.com/thumbnail_120x120/i/image6/M01/53/35/CioPOWEUj8WAOCG1AAAdiifHbd0514.png,北京
java,高级Java开发工程师[海淀区],搜狐集团,25000,35000,经验3-5年,不限,"内容资讯,游戏,音频｜视频媒体 / 上市公司 / 2000人以上",2000,移动互联网/后端/平台,"工作氛围好,精英团队,核心业务",https://www.lgstatic.com/thumbnail_120x120/i/image3/M00/15/40/Cgq2xlpxrIKAPFRwAAAzLesdOpI884.png,北京
java,java开发工程师[科技园区],京北方,15000,19000,经验3-5年,本科,IT技术服务｜咨询 / 上市公司 / 2000人以上,2000,软件服务｜咨询,银行,https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/65/46/CioPOWGprYKAJMvZAAPBLPU6rns024.png,北京
java,JAVA[西二旗],京北方,10000,12000,经验1-3年,本科,IT技术服务｜咨询 / 上市公司 / 2000人以上,2000,软件服务｜咨询/科技金融/后端工程师/Spring/计算机/软件工程相关专业,银行项目，长期稳定,https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/65/46/CioPOWGprYKAJMvZAAPBLPU6rns024.png,北京
java,高级java开发工程师[望京],百融云创,25000,40000,经验3-5年,本科,"科技金融,人工智能服务 / 上市公司 / 500-2000人",500-2000,账务系统/科技金融/后端工程师,发展前景好,https://www.lgstatic.com/thumbnail_120x120/i/image2/M01/32/52/CgoB5lzdGueAacOGAAC2R7KXAu0992.png,北京
java,高级java开发工程师[公主坟],融汇,20000,40000,经验3-5年,本科,IT技术服务｜咨询 / 不需要融资 / 50-150人,50-150,软件服务｜咨询/人工智能服务/JavaScript/Hadoop/后端工程师,人工智能、大模型、一流的团队、创新项目,https://www.lgstatic.com/thumbnail_120x120/image1/M00/43/65/CgYXBlXRZtuADbFZAADQiAyJ_M4164.jpg,北京
java,JAVA工程师[望京],美团,26000,47000,经验3-5年,本科,消费生活 / 上市公司 / 2000人以上,2000,休闲｜娱乐/后端工程师/电商平台,待遇优厚/技术氛围浓厚/发展空间大,https://www.lgstatic.com/thumbnail_120x120/i/image2/M01/03/84/CgpVE1_ch26AEM8AAAAxNiZmyCE990.png,北京
java,java开发工程师[金融街],华泰保险,15000,25000,经验1-3年,本科,科技金融 / 不需要融资 / 2000人以上,2000,科技金融,行业前景好，工作氛围和谐,https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/68/1B/CioPOWG8YxqAQ8EzAABJIm4YLIo954.png,北京
java,Java开发工程师[海淀区],汽车之家,15000,25000,经验不限,本科,内容资讯 / 上市公司 / 2000人以上,2000,技能培训/节日礼物/带薪年假/绩效奖金,"福利好,发展空间大",https://www.lgstatic.com/thumbnail_120x120/i/image/M00/01/80/CgqKkVZuPraAN3O6AACFeBgN7dY620.jpg,北京
java,Java工程师[苏州街],拉勾集团,20000,40000,经验3-5年,本科,"工具类产品,在线教育 / D轮及以上 / 500-2000人",500-2000,工具类产品/后端工程师,快乐成长,https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/48/94/CioPOWDVmDyAerHSAABjTx5KPhA005.PNG,北京
java,java开发工程师[昌平区],中电金信,15000,22000,经验3-5年,本科,"IT技术服务｜咨询,软件服务｜咨询 / B轮 / 2000人以上",2000,科技金融/金融业,大平台、环境好,https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/4F/A5/CioPOWD6YxGAD-CWAAAsgCdp12U635.jpg,北京
java,java开发工程师[海淀区],汽车之家,20000,30000,经验5-10年,本科,内容资讯 / 上市公司 / 2000人以上,2000,MyBatis/Spring,福利好，发展空间大,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/01/80/CgqKkVZuPraAN3O6AACFeBgN7dY620.jpg,北京
java,java开发工程师[科技园区],京北方,12000,20000,经验5-10年,本科,IT技术服务｜咨询 / 上市公司 / 2000人以上,2000,flink/银行/科技金融/MyBatis/金融业,五险一金 带薪年假 完善的员工培训机制,https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/65/46/CioPOWGprYKAJMvZAAPBLPU6rns024.png,北京
java,Java开发工程师[西北旺],亚信科技,15000,30000,经验不限,本科,"软件服务｜咨询,IT技术服务｜咨询 / 上市公司 / 2000人以上",2000,springboot,公司平台大，人员规模15000+，发展前景好,https://www.lgstatic.com/thumbnail_120x120/i/image2/M01/A1/42/CgotOVvS-F2ARLCqAAGhhVXKtLw993.jpg,北京
java,java开发工程师[亦庄],久其数字传播,18000,30000,经验3-5年,本科,营销服务｜咨询 / 上市公司 / 2000人以上,2000,软件服务｜咨询/机器学习算法/工程化经验/后端工程师/Spring,上市公司 五险一金 食堂 免费停车,https://www.lgstatic.com/thumbnail_120x120/i/image2/M01/5D/5B/CgotOVsws1-AI_lmAAQenM5dj5w743.jpg,北京
java,java开发工程师[安定门],中电金信,15000,30000,经验3-5年,本科,"IT技术服务｜咨询,软件服务｜咨询 / B轮 / 2000人以上",2000,软件服务｜咨询/科技金融/dubbo/Springcloud/Spring,六险一金,https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/4F/A5/CioPOWD6YxGAD-CWAAAsgCdp12U635.jpg,北京
java,高级java开发工程师[三里河],中招互连科技公司,20000,33000,经验5-10年,本科,"区块链,软件开发 / A轮 / 50-150人",50-150,软件服务｜咨询/区块链,公司国企背景，未来准备上市，大牛带队,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/3B/49/CgqCHl8ju_CANEuRAABCdORhXkU092.png,北京
java,高级java开发工程师[酒仙桥],自如网,25000,35000,经验5-10年,本科,居住服务 / C轮 / 2000人以上,2000,全栈工程师/居住服务/后端工程师,租房福利,https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/73/19/CioPOWIUXYyAHMKHAAA-ljuLV0U557.png,北京
java,高级java开发工程师[中关村],去哪儿网,30000,45000,经验5-10年,本科,旅游｜出行 / 不需要融资 / 2000人以上,2000,旅游｜出行,大平台,https://www.lgstatic.com/thumbnail_120x120/i/image6/M01/04/26/CioPOWAiOWCAC_AzAAAh59rPtkw868.jpg,北京
java,高级java开发工程师[海淀区],京北方,20000,22000,经验5-10年,本科,IT技术服务｜咨询 / 上市公司 / 2000人以上,2000,科技金融/金融业/Spring,五险一金、双休，,https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/65/46/CioPOWGprYKAJMvZAAPBLPU6rns024.png,北京
java,高级java开发工程师[月坛],亚信科技,15000,25000,经验3-5年,本科,"软件服务｜咨询,IT技术服务｜咨询 / 上市公司 / 2000人以上",2000,Hadoop/Python,核心技术,https://www.lgstatic.com/thumbnail_120x120/i/image2/M01/A1/42/CgotOVvS-F2ARLCqAAGhhVXKtLw993.jpg,北京
java,高级java开发工程师[海淀区],建信金科,20000,40000,经验5-10年,本科,科技金融 / 不需要融资 / 2000人以上,2000,MySQL/科技金融/MyBatis,高成长性，发展前景好,https://www.lgstatic.com/thumbnail_120x120/10/2978ef07bfd94706b97f37993250c757.png,北京
java,java高级开发工程师[朝阳区],中科软,15000,18000,经验5-10年,本科,IT技术服务｜咨询 / 上市公司 / 2000人以上,2000,软件服务｜咨询/IT技术服务｜咨询,上市公司、中科院系、五险一金、13薪,https://www.lgstatic.com/thumbnail_120x120/i/image3/M01/02/81/CgoCgV6WZjKAOdIiAAA1Fkyw2Iw250.png,北京
java,Java开发工程师[朝阳区],探探,35000,45000,经验5-10年,本科,社交平台 / D轮及以上 / 150-500人,150-500,社交平台/后端工程师,海外业务,https://www.lgstatic.com/thumbnail_120x120/i/image6/M01/59/D5/Cgp9HWFLD4eADFziAACnNVfiwRM399.png,北京
java,java工程师[西北旺],京北方,14000,22000,经验3-5年,本科,IT技术服务｜咨询 / 上市公司 / 2000人以上,2000,软件服务｜咨询/MyBatis/IT技术服务｜咨询/Spring,带薪年假 周末双休 不加班,https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/65/46/CioPOWGprYKAJMvZAAPBLPU6rns024.png,北京
java,Java开发工程师[朝阳区],完美世界,15000,30000,经验1-3年,本科,游戏 / 上市公司 / 2000人以上,2000,Linux/游戏,同事友好，有定期团建,https://www.lgstatic.com/thumbnail_120x120/image1/M00/00/15/CgYXBlTUWECAXAksAABGkmdtwig327.jpg,北京
java,高级Java开发工程师[海淀区],汽车之家,20000,30000,经验不限,本科,内容资讯 / 上市公司 / 2000人以上,2000,技能培训/节日礼物/带薪年假/绩效奖金,"福利好,发展空间大",https://www.lgstatic.com/thumbnail_120x120/i/image/M00/01/80/CgqKkVZuPraAN3O6AACFeBgN7dY620.jpg,北京
java,Java开发工程师[西二旗],贝壳,25000,40000,经验3-5年,本科,居住服务 / 上市公司 / 2000人以上,2000,房地产｜建筑｜物业/python/linux/AIGC/后端工程师,带薪年假、三餐福利、五险一金、节日福利,https://www.lgstatic.com/thumbnail_120x120/i/image6/M01/6E/FE/Cgp9HWIAlrqAVQ1tAAAWrDCJNg4614.png,北京
java,高级Java开发工程师[海淀区],汽车之家,35000,45000,经验不限,本科,内容资讯 / 上市公司 / 2000人以上,2000,技能培训/节日礼物/带薪年假/绩效奖金,"福利好,发展空间大",https://www.lgstatic.com/thumbnail_120x120/i/image/M00/01/80/CgqKkVZuPraAN3O6AACFeBgN7dY620.jpg,北京
java,高级java开发工程师[柳芳],高维通,18000,20000,经验5-10年,本科,"软件服务｜咨询,IT技术服务｜咨询 / 未融资 / 150-500人",150-500,软件服务｜咨询/IT技术服务｜咨询/后端工程师,办公环境好,https://www.lgstatic.com/thumbnail_120x120/10/9d9ac46291294d409b2d4b95e487474b.png,北京
java,java开发工程师[延庆区],北京泰斯听科技有限公...,15000,20000,经验不限,本科,"电商平台,汽车交易平台 / 未融资 / 15-50人",15-50,IT技术服务｜咨询/Spring/数据服务｜咨询/ORACLE,13薪,https://www.lgstatic.com/thumbnail_120x120/10/84c2b727d1f4429ca070b85e178f158a.jpg,北京
java,java开发工程师[大兴区],中科软,8000,11000,经验1-3年,本科,IT技术服务｜咨询 / 上市公司 / 2000人以上,2000,MyBatis/IT技术服务｜咨询/Spring,良好的工作环境，宽松的工作氛围,https://www.lgstatic.com/thumbnail_120x120/i/image3/M01/02/81/CgoCgV6WZjKAOdIiAAA1Fkyw2Iw250.png,北京
java,高级java开发工程师[东城区],保利票务,20000,40000,经验5-10年,本科,"移动互联网,文娱丨内容 / 未融资 / 150-500人",150-500,文化传媒/MyBatis/SQL Server/Spring/电商平台,五险一金、弹性工时、补充医疗、高温补贴,https://www.lgstatic.com/thumbnail_120x120/10/64c1fe07512d4f7482959c26ef2377d5.png,北京
java,java开发工程师[西北旺],亚信科技,14000,25000,经验3-5年,本科,"软件服务｜咨询,IT技术服务｜咨询 / 上市公司 / 2000人以上",2000,软件服务｜咨询/MyBatis/Spring,六险一金、不打卡弹性工作、带薪年假、免费班车,https://www.lgstatic.com/thumbnail_120x120/i/image2/M01/A1/42/CgotOVvS-F2ARLCqAAGhhVXKtLw993.jpg,北京
java,Java开发工程师[朝阳区],美团,25000,45000,经验3-5年,本科,消费生活 / 上市公司 / 2000人以上,2000,分布式系统开发经验/中大型项目架构经验/后端工程师/电商平台/Web后端开发,发展空间,https://www.lgstatic.com/thumbnail_120x120/i/image2/M01/03/84/CgpVE1_ch26AEM8AAAAxNiZmyCE990.png,北京
java,java[七里庄],京北方,12000,22000,经验3-5年,本科,IT技术服务｜咨询 / 上市公司 / 2000人以上,2000,银行/ORACLE,五险一金,https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/65/46/CioPOWGprYKAJMvZAAPBLPU6rns024.png,北京
java,Java开发工程师[海淀区],亚信科技,15000,17000,经验5-10年,本科,"软件服务｜咨询,IT技术服务｜咨询 / 上市公司 / 2000人以上",2000,软件服务｜咨询,上市公司，福利待遇丰厚，学习成长空间大,https://www.lgstatic.com/thumbnail_120x120/i/image2/M01/A1/42/CgotOVvS-F2ARLCqAAGhhVXKtLw993.jpg,北京
java,java开发工程师[海淀区],中招互连科技公司,13000,24000,经验3-5年,本科,"区块链,软件开发 / A轮 / 50-150人",50-150,软件服务｜咨询/区块链,公司国企背景，未来准备上市，大牛带队,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/3B/49/CgqCHl8ju_CANEuRAABCdORhXkU092.png,北京
java,高级java开发工程师[五道口],融捷教育,25000,40000,经验5-10年,本科,人工智能服务 / 不需要融资 / 50-150人,50-150,教育｜培训/Linux/JavaScript/MySQL/Redis,补充医疗 五险一金 餐补交补话补 十三薪,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/26/50/CgpEMlkZcnqACg2fAAApzfmJ7yk210.jpg,北京
java,Java高级开发工程师[海淀区],搜狐集团,20000,40000,经验5-10年,本科,"内容资讯,游戏,音频｜视频媒体 / 上市公司 / 2000人以上",2000,内容资讯/音频｜视频媒体,核心媒体平台产品，带薪年假15天,https://www.lgstatic.com/thumbnail_120x120/i/image3/M00/15/40/Cgq2xlpxrIKAPFRwAAAzLesdOpI884.png,北京
java,java开发工程师[三里河],中招互连科技公司,15000,30000,经验1-3年,本科,"区块链,软件开发 / A轮 / 50-150人",50-150,软件服务｜咨询,团队好,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/3B/49/CgqCHl8ju_CANEuRAABCdORhXkU092.png,北京
java,高级java开发工程师[东四],奇点浩翰,20000,30000,经验3-5年,本科,"数据服务｜咨询,IT技术服务｜咨询 / 未融资 / 50-150人",50-150,金融业/IT技术服务｜咨询/Spring,平台稳定,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/8D/CD/CgpFT1r7kZaAH3RAAABB80EZqKA809.png,北京
java,JAVA后台开发[七里庄],矩阵科技,10000,13000,经验3-5年,本科,"移动互联网,企业服务 / A轮 / 50-150人",50-150,J2EE,"待遇好,有双休,有补贴,有假期",https://www.lgstatic.com/thumbnail_120x120/i/image/M00/50/4C/CgqKkVezwSeACbsqAAJd5VcBoqw007.jpg,北京
java,Java高级服务研发工程师（数据服务） (MJ000880)[立水桥],集度,20000,40000,经验3-5年,本科,新能源汽车制造 / 未融资 / 2000人以上,2000,新能源汽车制造/Spring/Python,大平台 成长空间 高科技,https://www.lgstatic.com/thumbnail_120x120/10/e1baef23c2c04578bb2aac5e7030def2.png,北京
java,Java高级工程师[海淀区],中国电信增值业务运营中心,15000,30000,经验3-5年,本科,通讯电子 / 不需要融资 / 150-500人,150-500,Hibernate/Hadoop/MyBatis/软件开发,合理休假，工作稳定，福利全面，发展平台好,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/1D/E3/Cgp3O1cF-VWAHmqbAAAWIO15jgY573.jpg,北京
java,java中级开发工程师[西北旺],亚信科技,14000,24000,经验3-5年,本科,"软件服务｜咨询,IT技术服务｜咨询 / 上市公司 / 2000人以上",2000,软件服务｜咨询/Linux/MySQL/IT技术服务｜咨询/ORACLE,氛围好、空间大,https://www.lgstatic.com/thumbnail_120x120/i/image2/M01/A1/42/CgotOVvS-F2ARLCqAAGhhVXKtLw993.jpg,北京
java,Java研发工程师[西二旗],贝壳,25000,40000,经验3-5年,本科,居住服务 / 上市公司 / 2000人以上,2000,居住服务/Hadoop/Spark/电商平台,带薪年假 定期体检 弹性工作 扁平管理,https://www.lgstatic.com/thumbnail_120x120/i/image6/M01/6E/FE/Cgp9HWIAlrqAVQ1tAAAWrDCJNg4614.png,北京
java,高级Java工程师[海淀区],搜狐集团,20000,35000,经验不限,本科,"内容资讯,游戏,音频｜视频媒体 / 上市公司 / 2000人以上",2000,移动互联网/后端/服务器端,"各种团建,工作氛围好,福利待遇好",https://www.lgstatic.com/thumbnail_120x120/i/image3/M00/15/40/Cgq2xlpxrIKAPFRwAAAzLesdOpI884.png,北京
java,高级java开发工程师——内部系统[海淀区],欧科云链,30000,50000,经验5-10年,本科,区块链 / 上市公司 / 2000人以上,2000,互联网,见JD正文,https://www.lgstatic.com/thumbnail_120x120/10/fa48e207ec8d4c2dbf26c65a1e17c309.jpg,北京
java,急招 java开发 银行 周末双休 六险一金[朝阳区],法本信息,15000,22000,经验3-5年,本科,"人工智能服务,IT技术服务｜咨询 / 上市公司 / 2000人以上",2000,科技金融,银行项目,https://www.lgstatic.com/thumbnail_120x120/i/image3/M01/76/C2/CgpOIF5w8-GAAGHgAAA8lQbI5EE743.jpg,北京
java,Java高级研发岗（基础应用方向）[西北旺],北京中关村银行,30000,60000,经验5-10年,本科,"科技金融,金融业 / 不需要融资 / 150-500人",150-500,科技金融/金融业/Spring,奖金、交通、通讯和午餐补助、节日福利,https://www.lgstatic.com/thumbnail_120x120/i/image2/M00/2C/FC/CgoB5lowkLOALClUAACM0AYMZsw959.jpg,北京
java,Java中级研发岗（内部管理方向）[西北旺],北京中关村银行,20000,40000,经验3-5年,本科,"科技金融,金融业 / 不需要融资 / 150-500人",150-500,科技金融/金融业/Spring,奖金、交通、通讯和午餐补助、节日福利,https://www.lgstatic.com/thumbnail_120x120/i/image2/M00/2C/FC/CgoB5lowkLOALClUAACM0AYMZsw959.jpg,北京
java,java后端开发工程师[西二旗],贝壳,25000,50000,经验3-5年,本科,居住服务 / 上市公司 / 2000人以上,2000,软件服务｜咨询/电商平台,三餐免费，双休，大牛工作氛围,https://www.lgstatic.com/thumbnail_120x120/i/image6/M01/6E/FE/Cgp9HWIAlrqAVQ1tAAAWrDCJNg4614.png,北京
java,高级java工程师（营销中台）[望京],百融云创,25000,35000,经验5-10年,本科,"科技金融,人工智能服务 / 上市公司 / 500-2000人",500-2000,科技金融/后端工程师,团队氛围好,https://www.lgstatic.com/thumbnail_120x120/i/image2/M01/32/52/CgoB5lzdGueAacOGAAC2R7KXAu0992.png,北京
java,Java开发工程师-经纪产研方向[西二旗],贝壳,20000,35000,经验1-3年,本科,居住服务 / 上市公司 / 2000人以上,2000,房地产｜建筑｜物业/后端工程师,带薪年假、三餐福利、五险一金、节日福利,https://www.lgstatic.com/thumbnail_120x120/i/image6/M01/6E/FE/Cgp9HWIAlrqAVQ1tAAAWrDCJNg4614.png,北京
java,Java开发专家[朝阳区],美团,30000,60000,经验5-10年,本科,消费生活 / 上市公司 / 2000人以上,2000,MySQL/MyBatis/Spring,发展空间大,https://www.lgstatic.com/thumbnail_120x120/i/image2/M01/03/84/CgpVE1_ch26AEM8AAAAxNiZmyCE990.png,北京
java,java初级开发工程师[朝阳区],中科软,8000,10000,经验1-3年,本科,IT技术服务｜咨询 / 上市公司 / 2000人以上,2000,软件服务｜咨询/IT技术服务｜咨询,上市公司、中科院系、五险一金、13薪,https://www.lgstatic.com/thumbnail_120x120/i/image3/M01/02/81/CgoCgV6WZjKAOdIiAAA1Fkyw2Iw250.png,北京
java,Java（驻场银行）学信网可查[西北旺],京北方,19000,23000,经验5-10年,本科,IT技术服务｜咨询 / 上市公司 / 2000人以上,2000,cloud/金融业/IT技术服务｜咨询/Spring,五险一金 带薪年假 团队旅游,https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/65/46/CioPOWGprYKAJMvZAAPBLPU6rns024.png,北京
java,java开发资深工程师（贷后系统负责人）[北下关],微财数科,35000,45000,经验5-10年,本科,科技金融 / 未融资 / 500-2000人,500-2000,消费生活/科技金融/后端工程师,六险一金,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/40/20/Ciqc1F8yLoiAVaQLAAAoRP6nXsg864.jpg,北京
java,高级java开发工程师（酷我业务线）[朝阳门],腾讯音乐娱乐集团,35000,45000,经验5-10年,本科,"工具类产品,内容社区,音频｜视频媒体 / 上市公司 / 2000人以上",2000,音频｜视频媒体,优秀团队，完善福利，氛围Nice,https://www.lgstatic.com/thumbnail_120x120/10/223297cd5fbe446190948b4b5adc7866.jpeg,北京
java,短视频服务端开发（Java工程师）[朝阳区],美团,25000,50000,经验3-5年,本科,消费生活 / 上市公司 / 2000人以上,2000,MCN｜直播平台/MySQL/小程序开发/后端工程师/移动服务端开发,薪酬好、发展快,https://www.lgstatic.com/thumbnail_120x120/i/image2/M01/03/84/CgpVE1_ch26AEM8AAAAxNiZmyCE990.png,北京
java,银行java组长[西二旗],京北方,15000,30000,经验5-10年,本科,IT技术服务｜咨询 / 上市公司 / 2000人以上,2000,信用卡/主机下移/贷款/科技金融/金融业,发展前景好 五险一金 带薪年假,https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/65/46/CioPOWGprYKAJMvZAAPBLPU6rns024.png,北京
java,中级JAVA开发工程师[五道口],融捷教育,15000,25000,经验3-5年,本科,人工智能服务 / 不需要融资 / 50-150人,50-150,教育｜培训/Linux/MySQL/Redis/后端工程师,补充医疗 五险一金 餐补交补话补 十三薪,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/26/50/CgpEMlkZcnqACg2fAAApzfmJ7yk210.jpg,北京
java,JAVA开发岗[建国门],中信消费金融,20000,40000,经验5-10年,本科,科技金融 / 未融资 / 50-150人,50-150,MySQL/科技金融/Redis/金融业/MongoDB,国央企背景，工作稳定，发展空间大,https://www.lgstatic.com/thumbnail_120x120/i/image2/M01/FD/9B/CgoB5lyLeDmAAMaFAABmsBTLb6k121.jpg,北京
